City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Vangaindrano,MG,2021-09-23 01:11:39,-23.35,47.6,68.83,87,75,3.89
273,Yatou,CN,2021-09-23 01:11:40,37.15,122.3833,73.2,52,53,2.71
274,Ambilobe,MG,2021-09-23 01:11:40,-13.2,49.05,68.07,79,17,4.68
275,Peace River,CA,2021-09-23 01:11:40,56.2501,-117.286,60.73,36,29,18.25
276,Prince Rupert,CA,2021-09-23 01:11:41,54.3161,-130.3201,51.33,74,100,1.14
277,Sayat,TM,2021-09-23 01:11:41,38.7839,63.8803,65.46,18,0,9.01
278,Greenville,US,2021-09-23 01:08:38,35.6127,-77.3663,75.97,95,75,6.91
279,Catia La Mar,VE,2021-09-23 01:11:42,10.6038,-67.0303,84.4,70,20,1.14
280,Saint-Paul,RE,2021-09-23 01:11:42,-21.0096,55.2707,66.74,74,5,3.33
281,Farafangana,MG,2021-09-23 01:11:43,-22.8167,47.8333,69.78,83,77,5.59
282,Chernyshevskiy,RU,2021-09-23 01:08:59,63.0128,112.4714,38.41,70,64,3.02
283,Kenitra,MA,2021-09-23 01:11:43,34.261,-6.5802,69.84,91,48,7.29
284,Leh,IN,2021-09-23 01:11:44,34.1667,77.5833,50.9,57,90,4.9
285,Badvel,IN,2021-09-23 01:11:44,14.75,79.05,78.21,80,100,4.38
286,Chapais,CA,2021-09-23 01:11:44,49.7834,-74.8492,42.66,80,100,6.51
287,Chotila,IN,2021-09-23 01:11:45,22.4167,71.1833,75.42,85,12,9.93
288,Caravelas,BR,2021-09-23 01:11:46,-17.7125,-39.2481,73.15,63,100,14.54
289,Batagay,RU,2021-09-23 01:11:46,67.6333,134.6333,45.36,54,83,3.56
290,Sitka,US,2021-09-23 01:11:47,57.0531,-135.33,51.69,58,90,8.05
291,Tripoli,LY,2021-09-23 01:11:47,32.8752,13.1875,82.85,50,3,5.82
292,Ambon,ID,2021-09-23 01:11:00,-3.6954,128.1814,75.34,100,75,2.3
293,Valparaiso,CL,2021-09-23 01:09:14,-33.0393,-71.6273,55.04,58,0,3.44
294,Pacific Grove,US,2021-09-23 01:11:48,36.6177,-121.9166,84.97,81,1,1.99
295,Mount Isa,AU,2021-09-23 01:11:48,-20.7333,139.5,74.97,13,0,12.66
296,Launceston,AU,2021-09-23 01:11:49,-41.45,147.1667,58.64,75,90,8.99
297,Loukhi,RU,2021-09-23 01:11:49,66.0764,33.0381,32.81,94,0,6.58
298,Sibolga,ID,2021-09-23 01:11:50,1.7427,98.7792,80.6,65,68,1.48
299,Villa Rica,US,2021-09-23 01:11:50,33.7321,-84.9191,65.16,91,0,9.75
300,Kavaratti,IN,2021-09-23 01:11:50,10.5669,72.642,82.15,76,100,17.05
301,Pyay,MM,2021-09-23 01:11:51,18.8167,95.2167,77.2,93,100,5.3
302,Ilhabela,BR,2021-09-23 01:11:51,-23.7781,-45.3581,64.27,72,87,5.64
303,Mnogovershinnyy,RU,2021-09-23 01:11:52,53.9353,139.9242,46.9,78,98,6.4
304,Carauari,BR,2021-09-23 01:11:52,-4.8828,-66.8958,76.03,91,100,3.83
305,Skelleftea,SE,2021-09-23 01:11:53,64.7507,20.9528,50.0,69,90,1.99
306,Romanovka,RU,2021-09-23 01:11:53,51.7443,42.7527,45.45,86,92,5.95
307,Coahuayana,MX,2021-09-23 01:07:47,18.7333,-103.6833,87.28,89,1,1.86
308,Behshahr,IR,2021-09-23 01:11:54,36.6923,53.5526,71.22,85,18,6.22
309,Omsukchan,RU,2021-09-23 01:11:54,62.5333,155.8,45.91,62,87,3.74
310,Amapa,BR,2021-09-23 01:11:55,1.0,-52.0,71.4,97,90,2.98
311,Camana,PE,2021-09-23 01:11:55,-16.6228,-72.7111,61.5,87,100,9.55
312,Krasnyy Yar,RU,2021-09-23 01:11:56,46.5331,48.3456,60.73,55,100,14.76
313,Falam,MM,2021-09-23 01:11:56,22.9167,93.6833,63.95,95,32,0.67
314,Tateyama,JP,2021-09-23 01:11:57,34.9833,139.8667,84.22,77,2,15.68
315,Nishihara,JP,2021-09-23 01:11:57,26.1842,127.7558,85.66,79,20,9.22
316,Shenjiamen,CN,2021-09-23 01:11:58,29.9576,122.298,79.34,79,1,9.28
317,Colares,PT,2021-09-23 01:11:58,38.7992,-9.4469,70.29,52,73,15.52
318,Llanes,ES,2021-09-23 01:11:58,43.4198,-4.7549,59.86,83,1,5.41
319,Jiaonan,CN,2021-09-23 01:11:59,35.8786,119.9753,76.33,72,100,6.26
320,Lashio,MM,2021-09-23 01:11:59,22.9333,97.75,69.12,95,63,1.34
321,Namibe,AO,2021-09-23 01:12:00,-15.1961,12.1522,62.15,90,13,4.25
322,Pradera,CO,2021-09-23 01:12:00,3.4211,-76.2447,66.65,96,98,2.89
323,Prince George,CA,2021-09-23 01:08:00,53.9166,-122.753,61.25,44,100,3.0
324,Aykhal,RU,2021-09-23 01:12:01,66.0,111.5,35.6,78,21,12.88
325,Azogues,EC,2021-09-23 01:12:01,-2.7333,-78.8333,50.83,94,100,4.14
326,Kununurra,AU,2021-09-23 01:12:02,-15.7667,128.7333,76.98,10,5,17.27
327,Moose Factory,CA,2021-09-23 01:12:02,51.2585,-80.6094,39.7,82,55,5.19
328,Kayerkan,RU,2021-09-23 01:12:03,69.3497,87.7602,31.48,89,85,16.87
329,Kambove,CD,2021-09-23 01:12:04,-10.8764,26.5969,64.45,37,72,6.91
330,Kaele,CM,2021-09-23 01:12:04,10.1092,14.4508,71.1,93,100,6.4
331,Nacogdoches,US,2021-09-23 01:12:04,31.6002,-94.6335,71.24,48,1,0.0
332,Havoysund,NO,2021-09-23 01:12:05,70.9963,24.6622,50.88,81,100,13.98
333,Canete,CL,2021-09-23 01:12:05,-37.8,-73.4,46.2,87,100,2.35
334,Hameenlinna,FI,2021-09-23 01:12:06,60.996,24.4643,41.34,92,100,5.1
335,Athni,IN,2021-09-23 01:12:06,16.7333,75.0667,70.07,94,99,7.54
336,Taldan,RU,2021-09-23 01:12:07,53.6667,124.8,50.58,59,100,5.88
337,Klaksvik,FO,2021-09-23 01:12:08,62.2266,-6.589,45.52,75,100,22.26
338,Hay River,CA,2021-09-23 01:10:44,60.8156,-115.7999,52.74,58,100,7.14
339,Urumqi,CN,2021-09-23 01:12:08,43.801,87.6005,49.15,35,0,4.47
340,Tazovskiy,RU,2021-09-23 01:12:09,67.4667,78.7,30.6,81,10,10.94
341,Gat,IL,2021-09-23 01:11:03,31.61,34.7642,75.88,100,0,6.46
342,Gewane,ET,2021-09-23 01:12:09,10.1664,40.6453,76.3,68,100,12.12
343,Ola,RU,2021-09-23 01:11:08,59.5833,151.2833,50.52,66,39,2.59
344,Lincoln,US,2021-09-23 01:08:11,40.8,-96.667,65.28,46,1,1.99
345,Chara,RU,2021-09-23 01:12:10,56.9064,118.2631,39.69,83,100,1.45
346,Bilma,NE,2021-09-23 01:12:11,18.6853,12.9164,85.24,14,100,2.51
347,Makokou,GA,2021-09-23 01:12:11,0.5738,12.8642,68.31,99,51,2.73
348,Buala,SB,2021-09-23 01:12:12,-8.145,159.5921,84.07,70,38,4.7
349,Sorland,NO,2021-09-23 01:12:12,67.667,12.6934,49.5,78,100,27.09
350,Constitucion,CL,2021-09-23 01:08:36,-35.3333,-72.4167,49.96,85,87,9.06
351,Bethel,US,2021-09-23 01:12:13,41.3712,-73.414,74.98,89,90,1.99
352,Cuddapah,IN,2021-09-23 01:12:13,14.4667,78.8167,77.97,81,100,4.92
353,Bulungu,CD,2021-09-23 01:12:14,-4.55,18.6,73.58,77,84,3.6
354,Kamaishi,JP,2021-09-23 01:12:14,39.2667,141.8833,76.35,66,0,5.79
355,Avera,US,2021-09-23 01:12:14,33.194,-82.5271,72.28,74,6,13.2
356,Dinguiraye,GN,2021-09-23 01:12:15,11.3,-10.7167,71.22,92,80,1.59
357,Makinsk,KZ,2021-09-23 01:12:15,52.6292,70.4169,30.45,88,75,7.29
358,Sofiyivka,UA,2021-09-23 01:12:16,48.0493,33.8746,44.76,87,100,5.01
359,Troitskoye,RU,2021-09-23 01:12:16,52.9821,84.6757,38.55,87,100,5.41
360,Bardiyah,LY,2021-09-23 01:12:17,31.7561,25.0865,75.78,75,0,13.02
361,Sao Joao Da Barra,BR,2021-09-23 01:12:18,-21.6403,-41.0511,66.9,59,0,16.28
362,Laguna,US,2021-09-23 01:12:18,38.421,-121.4238,96.46,21,1,3.0
363,Hualmay,PE,2021-09-23 01:12:18,-11.0964,-77.6139,61.75,87,91,9.73
364,Aklavik,CA,2021-09-23 01:08:48,68.2191,-135.0107,35.26,69,100,10.51
365,Kohlu,PK,2021-09-23 01:12:19,29.8962,69.252,74.73,64,13,0.85
366,Henties Bay,NA,2021-09-23 01:12:20,-22.116,14.2845,57.24,71,32,2.17
367,Asosa,ET,2021-09-23 01:12:20,10.0667,34.5333,57.96,96,100,5.37
368,Ouesso,CG,2021-09-23 01:12:20,1.6136,16.0517,69.67,95,100,2.26
369,Inverell,AU,2021-09-23 01:12:21,-29.7833,151.1167,69.12,42,0,4.0
370,Kijang,KR,2021-09-23 01:12:21,35.2442,129.2139,74.66,49,20,4.23
371,Kodinsk,RU,2021-09-23 01:12:22,58.6881,99.1844,32.79,91,100,0.85
372,Avigliana,IT,2021-09-23 01:12:22,45.0771,7.3986,67.33,73,100,1.01
373,Linqiong,CN,2021-09-23 01:12:23,30.4159,103.4609,74.8,84,86,4.05
374,Coihaique,CL,2021-09-23 01:12:23,-45.5752,-72.0662,49.95,76,90,5.75
375,Talcahuano,CL,2021-09-23 01:10:15,-36.7167,-73.1167,51.48,82,0,5.75
376,Itaituba,BR,2021-09-23 01:12:24,-4.2761,-55.9836,80.73,65,98,0.54
377,Rocha,UY,2021-09-23 01:12:24,-34.4833,-54.3333,49.62,92,100,2.95
378,Maun,BW,2021-09-23 01:12:25,-19.9833,23.4167,61.36,67,6,12.66
379,Saint-Joseph,RE,2021-09-23 01:12:25,-21.3667,55.6167,65.21,82,42,8.3
380,Qaqortoq,GL,2021-09-23 01:12:25,60.7167,-46.0333,39.7,94,100,4.05
381,Rosetta,EG,2021-09-23 01:12:26,31.4044,30.4164,77.92,66,0,12.39
382,Tutoia,BR,2021-09-23 01:12:26,-2.7619,-42.2744,79.74,82,99,12.77
383,Contamana,PE,2021-09-23 01:07:30,-7.3333,-75.0167,74.86,79,100,1.41
384,Carutapera,BR,2021-09-23 01:12:27,-1.195,-46.02,80.11,75,45,9.35
385,Surin,TH,2021-09-23 01:12:27,14.8818,103.4936,78.57,84,98,5.26
386,Linjiang,CN,2021-09-23 01:12:28,41.8069,126.9078,55.89,97,100,1.45
387,Oistins,BB,2021-09-23 01:12:29,13.0667,-59.5333,82.49,74,20,11.5
388,Dubai,AE,2021-09-23 01:12:29,25.2582,55.3047,89.22,66,0,5.75
389,Tura,IN,2021-09-23 01:12:30,25.5198,90.2201,73.13,92,100,2.62
390,Ganzhou,CN,2021-09-23 01:12:30,28.8184,115.4327,82.51,52,0,2.08
391,Swellendam,ZA,2021-09-23 01:12:31,-34.0226,20.4417,60.62,36,0,5.03
392,Banjar,ID,2021-09-23 01:12:31,-8.19,114.9675,82.26,63,91,1.59
393,Sampit,ID,2021-09-23 01:12:32,-2.5333,112.95,80.92,73,72,3.62
394,Burgeo,CA,2021-09-23 01:12:32,47.6167,-57.6152,58.05,92,67,8.7
395,Ruteng,ID,2021-09-23 01:12:32,-8.6136,120.4721,71.91,64,12,1.1
396,Aykino,RU,2021-09-23 01:12:33,62.2248,49.9922,33.13,97,12,4.43
397,Makakilo City,US,2021-09-23 01:12:33,21.3469,-158.0858,86.32,50,40,11.5
398,Severo-Yeniseyskiy,RU,2021-09-23 01:12:34,60.3725,93.0408,27.9,94,100,8.57
399,Mahibadhoo,MV,2021-09-23 01:12:34,3.7833,72.9667,82.92,75,100,12.73
400,Kamuli,UG,2021-09-23 01:12:35,0.9472,33.1197,65.52,87,100,2.95
401,Mayumba,GA,2021-09-23 01:12:35,-3.432,10.6554,75.43,84,100,4.99
402,Tucupita,VE,2021-09-23 01:12:36,9.0622,-62.051,76.87,86,38,3.38
403,Chipata,ZM,2021-09-23 01:12:36,-13.6333,32.65,61.25,64,0,7.9
404,Hofn,IS,2021-09-23 01:09:37,64.2539,-15.2082,40.68,59,0,11.23
405,Celina,US,2021-09-23 01:12:37,40.5489,-84.5702,52.48,98,100,24.23
406,Kaina,NG,2021-09-23 01:12:37,12.6374,8.5873,74.25,82,100,5.21
407,Kulachi,PK,2021-09-23 01:12:37,31.9286,70.4592,85.05,58,2,4.76
408,Clyde River,CA,2021-09-23 01:12:38,70.4692,-68.5914,30.02,90,100,14.92
409,Portland,US,2021-09-23 01:09:47,45.5234,-122.6762,70.84,72,75,1.99
410,Cabo San Lucas,MX,2021-09-23 01:12:39,22.8909,-109.9124,88.61,72,40,10.36
411,Severnoye,RU,2021-09-23 01:12:40,56.3491,78.3619,34.32,97,100,6.31
412,Chengde,CN,2021-09-23 01:12:40,40.9725,117.9361,65.19,71,0,3.04
413,Arlit,NE,2021-09-23 01:12:41,18.7369,7.3853,90.41,14,65,9.22
414,Sisimiut,GL,2021-09-23 01:12:41,66.9395,-53.6735,26.98,68,1,9.13
415,Siavonga,ZM,2021-09-23 01:12:41,-16.5382,28.7088,71.06,56,38,8.52
416,Sawakin,SD,2021-09-23 01:12:42,19.1059,37.3321,87.13,70,14,1.16
417,Jiuquan,CN,2021-09-23 01:12:42,39.7432,98.5174,60.8,33,100,7.11
418,Vrangel,RU,2021-09-23 01:12:43,42.7297,133.0839,64.45,86,100,7.96
419,Umm Lajj,SA,2021-09-23 01:12:44,25.0213,37.2685,83.19,68,1,6.4
420,Kaeo,NZ,2021-09-23 01:12:44,-35.1,173.7833,66.33,87,55,10.45
421,Boaco,NI,2021-09-23 01:12:45,12.4722,-85.6586,72.82,93,31,5.64
422,Canmore,CA,2021-09-23 01:12:15,51.0834,-115.3521,63.09,68,12,5.99
423,Yumen,CN,2021-09-23 01:10:18,40.2833,97.2,59.13,30,54,16.46
424,San Rafael,AR,2021-09-23 01:10:10,-34.6177,-68.3301,64.33,37,0,3.98
425,Merrill,US,2021-09-23 01:12:46,45.1805,-89.6835,55.04,83,1,0.0
426,Awjilah,LY,2021-09-23 01:12:46,29.1081,21.2869,81.5,29,0,8.41
427,Kargasok,RU,2021-09-23 01:12:47,59.0556,80.8572,33.15,90,100,6.46
428,Half Moon Bay,US,2021-09-23 01:12:47,37.4636,-122.4286,89.42,72,75,6.91
429,New Castle,US,2021-09-23 01:08:13,41.0037,-80.347,67.08,94,90,9.22
430,Shajapur,IN,2021-09-23 01:12:47,23.4333,76.2667,72.36,95,0,4.45
431,Kadiri,IN,2021-09-23 01:12:48,14.1167,78.1667,73.53,84,100,9.22
432,Palmer,US,2021-09-23 01:12:48,42.1584,-72.3287,72.63,82,75,1.99
433,Gamba,GA,2021-09-23 01:12:49,-2.65,10.0,75.63,82,100,6.26
434,Itoman,JP,2021-09-23 01:12:50,26.1247,127.6694,86.38,79,20,9.22
435,Pskov,RU,2021-09-23 01:12:50,57.8136,28.3496,41.7,86,100,2.33
436,Rantepao,ID,2021-09-23 01:12:51,-2.9701,119.8978,73.71,83,98,2.48
437,Lockhart,US,2021-09-23 01:12:51,28.6194,-81.4426,82.33,74,90,1.01
438,Buraydah,SA,2021-09-23 01:12:52,26.326,43.975,79.02,20,25,6.96
439,Vibo Valentia,IT,2021-09-23 01:12:52,38.6996,16.1274,69.13,88,10,4.9
440,Ossora,RU,2021-09-23 01:12:52,59.2353,163.0719,50.32,79,100,4.94
441,Zabid,YE,2021-09-23 01:12:53,14.1951,43.3152,87.3,55,83,5.95
442,Payson,US,2021-09-23 01:12:53,40.0444,-111.7321,75.38,27,75,3.44
443,Taoudenni,ML,2021-09-23 01:12:54,22.6783,-3.9836,94.84,9,0,9.35
444,Bandraboua,YT,2021-09-23 01:12:55,-12.7044,45.1223,76.68,75,0,7.49
445,San Cristobal,VE,2021-09-23 01:12:55,7.7669,-72.225,68.18,97,84,2.57
446,Mulki,IN,2021-09-23 01:12:56,13.1,74.8,76.28,94,75,0.0
447,Harper,LR,2021-09-23 01:12:56,4.375,-7.7169,77.2,88,86,6.67
448,Lorengau,PG,2021-09-23 01:12:56,-2.0226,147.2712,82.54,77,82,10.69
449,Lata,PT,2021-09-23 01:12:57,40.1629,-8.3327,62.92,83,100,4.54
450,Atar,MR,2021-09-23 01:12:57,20.5169,-13.0499,90.09,19,5,7.96
451,Guaruja,BR,2021-09-23 01:12:58,-23.9931,-46.2564,67.91,66,99,12.39
452,Cabo Rojo,PR,2021-09-23 01:12:58,18.0866,-67.1457,83.68,83,10,6.85
453,Medina Del Campo,ES,2021-09-23 01:12:59,41.3124,-4.9141,57.7,69,78,8.84
454,Camabatela,AO,2021-09-23 01:13:00,-8.1881,15.375,63.18,84,90,4.97
455,Trairi,BR,2021-09-23 01:10:38,-3.2778,-39.2689,77.72,81,98,9.91
456,Flin Flon,CA,2021-09-23 01:13:01,54.7682,-101.865,59.92,51,100,4.32
457,Ranfurly,NZ,2021-09-23 01:13:01,-45.1333,170.1,57.07,46,2,4.61
458,San-Pedro,CI,2021-09-23 01:13:01,4.7485,-6.6363,75.79,92,100,4.52
459,Egvekinot,RU,2021-09-23 01:13:02,66.3167,-179.1667,25.56,73,100,3.47
460,Manicore,BR,2021-09-23 01:13:03,-5.8092,-61.3003,81.75,59,91,2.75
461,Galdar,ES,2021-09-23 01:13:03,28.147,-15.6502,71.35,70,82,11.83
462,Barra,BR,2021-09-23 01:13:04,-11.0894,-43.1417,81.1,38,22,7.18
463,Lazaro Cardenas,MX,2021-09-23 01:13:04,17.9583,-102.2,81.21,83,31,3.91
464,Skibbereen,IE,2021-09-23 01:13:05,51.55,-9.2667,60.6,96,100,13.09
465,Agadir,MA,2021-09-23 01:10:22,30.4202,-9.5982,70.25,88,100,5.17
466,Inongo,CD,2021-09-23 01:13:06,-1.95,18.2667,68.76,98,100,1.34
467,Arnhem,NL,2021-09-23 01:13:07,51.9667,5.9,54.9,88,10,4.61
468,Yarim,YE,2021-09-23 01:13:07,14.298,44.3779,59.5,41,79,6.38
469,Karasjok,NO,2021-09-23 01:13:08,69.4719,25.5112,44.71,91,100,14.9
470,Saint-Leu,RE,2021-09-23 01:13:08,-21.15,55.2833,65.68,71,6,2.19
471,Camopi,GF,2021-09-23 01:13:09,3.1655,-52.3158,71.74,86,53,2.28
472,Flagstaff,US,2021-09-23 01:13:09,35.1981,-111.6513,80.31,25,1,9.22
473,Caiaponia,BR,2021-09-23 01:13:10,-16.9567,-51.8103,83.43,30,1,11.18
474,Kautokeino,NO,2021-09-23 01:13:10,69.0125,23.0412,42.28,97,100,22.77
475,Barreirinha,BR,2021-09-23 01:13:11,-2.7933,-57.07,75.38,89,100,2.37
476,Jinchang,CN,2021-09-23 01:08:50,38.4953,102.1739,67.93,35,1,5.53
477,Bandarbeyla,SO,2021-09-23 01:08:53,9.4942,50.8122,77.63,76,35,22.62
478,Kurilsk,RU,2021-09-23 01:13:12,45.2333,147.8833,62.01,94,100,4.03
479,Karratha,AU,2021-09-23 01:13:12,-20.7377,116.8463,81.66,18,100,15.84
480,Linden,GY,2021-09-23 01:13:13,6.0,-58.3,77.14,95,100,2.84
481,Silvan,TR,2021-09-23 01:13:13,38.1419,41.0081,61.09,40,3,2.73
482,Passo De Camaragibe,BR,2021-09-23 01:13:14,-9.2368,-35.4901,78.35,97,24,3.27
483,Jamiltepec,MX,2021-09-23 01:13:14,16.2833,-97.8167,74.44,88,95,2.3
484,Los Llanos De Aridane,ES,2021-09-23 01:13:14,28.6585,-17.9182,71.35,73,0,14.97
485,Mana,GF,2021-09-23 01:13:15,5.6592,-53.7767,79.02,88,98,10.11
486,Hambantota,LK,2021-09-23 01:13:15,6.1241,81.1185,79.93,81,6,13.87
487,Fukue,JP,2021-09-23 01:10:15,32.6881,128.8419,77.92,77,96,8.75
488,Djenne,ML,2021-09-23 01:13:16,13.9061,-4.5533,79.34,61,41,9.06
489,Esperance,AU,2021-09-23 01:13:17,-33.8667,121.9,62.06,72,8,8.5
490,Shibata,JP,2021-09-23 01:13:17,37.95,139.3333,76.96,65,8,10.54
491,Zhenlai,CN,2021-09-23 01:13:18,45.8495,123.2973,59.23,77,0,7.99
492,Camapua,BR,2021-09-23 01:13:18,-19.5314,-54.0439,86.47,31,100,12.35
493,Oyugis,KE,2021-09-23 01:13:18,-0.509,34.7358,61.7,80,16,5.57
494,Pontes E Lacerda,BR,2021-09-23 01:13:19,-15.2261,-59.3353,82.85,36,0,4.59
495,Bonoua,CI,2021-09-23 01:13:19,5.2741,-3.595,76.62,93,100,3.94
496,Eskil,TR,2021-09-23 01:13:20,38.4017,33.4131,57.96,57,38,5.12
497,Fairbanks,US,2021-09-23 01:13:20,64.8378,-147.7164,40.1,54,87,1.01
498,Inta,RU,2021-09-23 01:13:21,66.0317,60.1659,32.68,91,5,4.61
499,Ishigaki,JP,2021-09-23 01:13:21,24.3448,124.1572,84.16,70,0,4.5
500,Huittinen,FI,2021-09-23 01:13:22,61.1833,22.7,45.99,85,100,9.13
501,Sladkovo,RU,2021-09-23 01:13:22,55.5284,70.3385,31.93,96,29,6.02
502,Sunland Park,US,2021-09-23 01:13:23,31.7965,-106.58,79.83,30,1,1.01
503,Udachnyy,RU,2021-09-23 01:13:23,66.4167,112.4,38.8,66,76,7.29
504,Wamba,NG,2021-09-23 01:13:24,8.9333,8.6,70.48,99,100,1.01
505,Gopalpur,IN,2021-09-23 01:13:24,19.2667,84.9167,81.55,84,100,5.14
506,Porto Novo,BJ,2021-09-23 01:11:45,6.4965,2.6036,75.33,92,100,1.95
507,Patan,NP,2021-09-23 01:13:25,27.6667,85.3333,68.38,100,40,3.44
508,Hami,CN,2021-09-23 01:09:57,42.8,93.45,66.31,18,0,3.49
509,Berdigestyakh,RU,2021-09-23 01:13:25,62.0989,126.6992,42.75,85,100,6.69
510,Mettlach,DE,2021-09-23 01:13:26,49.4935,6.5969,53.49,85,100,3.29
511,Mosquera,CO,2021-09-23 01:13:27,4.7059,-74.2302,54.18,88,100,2.24
512,Daru,PG,2021-09-23 01:13:27,-9.0763,143.2092,76.26,88,100,21.43
513,Nzega,RW,2021-09-23 01:13:27,-2.479,29.5564,56.79,78,92,3.56
514,Kargopol,RU,2021-09-23 01:13:28,61.5071,38.9456,39.2,93,100,5.23
515,Mandalgovi,MN,2021-09-23 01:13:28,45.7625,106.2708,48.04,53,100,15.01
516,Sassandra,CI,2021-09-23 01:13:29,4.95,-6.0833,75.54,93,100,4.27
517,Panguna,PG,2021-09-23 01:13:29,-6.3164,155.4848,78.24,72,100,3.33
518,Hobyo,SO,2021-09-23 01:13:30,5.3505,48.5268,77.63,88,100,22.53
519,Ketchikan,US,2021-09-23 01:09:40,55.3422,-131.6461,54.07,71,75,8.05
520,General Cepeda,MX,2021-09-23 01:13:30,25.3833,-101.45,58.41,73,27,8.63
521,Margherita,IN,2021-09-23 01:13:31,27.2833,95.6833,80.08,77,19,0.72
522,Westport,US,2021-09-23 01:11:09,41.1415,-73.3579,76.24,90,90,1.01
523,Ranong,TH,2021-09-23 01:13:32,9.9658,98.6348,79.07,85,100,6.13
524,Pinawa,CA,2021-09-23 01:13:32,50.1489,-95.8811,59.65,44,0,7.36
525,Riyadh,SA,2021-09-23 01:13:33,24.6877,46.7219,75.34,20,10,6.02
526,Petropavlovsk-Kamchatskiy,RU,2021-09-23 01:13:33,53.0452,158.6483,52.39,54,0,4.47
527,Babstovo,RU,2021-09-23 01:13:34,48.1167,132.4833,55.94,46,0,15.46
528,Homer,US,2021-09-23 01:13:35,59.6425,-151.5483,49.8,38,90,0.0
529,Champerico,GT,2021-09-23 01:13:35,14.3,-91.9167,84.34,77,100,3.0
530,Marawi,PH,2021-09-23 01:13:35,7.9986,124.2928,71.65,71,41,2.1
531,Arandis,NA,2021-09-23 01:13:36,-22.4167,14.9667,64.17,31,8,4.81
532,Bokoro,TD,2021-09-23 01:13:36,12.3807,17.0568,77.9,73,88,8.95
533,Las Vegas,US,2021-09-23 01:11:47,36.175,-115.1372,97.61,11,1,11.5
534,Te Anau,NZ,2021-09-23 01:13:37,-45.4167,167.7167,60.22,68,40,3.96
535,Mananjary,MG,2021-09-23 01:13:37,-21.2167,48.3333,68.25,86,63,3.91
536,Gumdag,TM,2021-09-23 01:13:38,39.2061,54.5906,73.06,14,0,22.37
537,Luwuk,ID,2021-09-23 01:13:39,-0.9516,122.7875,82.0,78,86,5.86
538,Ostrovnoy,RU,2021-09-23 01:13:39,68.0531,39.5131,39.04,82,2,18.75
539,Balkhash,KZ,2021-09-23 01:13:39,46.844,74.9804,48.74,36,3,8.05
540,Berbera,SO,2021-09-23 01:13:40,10.4396,45.0143,90.43,55,91,5.1
541,San Jeronimo,PE,2021-09-23 01:13:40,-11.9472,-75.2829,50.94,77,100,2.93
542,Nhulunbuy,AU,2021-09-23 01:13:41,-12.2333,136.7667,84.81,48,75,18.41
543,Meulaboh,ID,2021-09-23 01:10:29,4.1363,96.1285,77.45,85,80,3.67
544,Passi,PH,2021-09-23 01:10:12,11.15,122.65,82.36,77,100,0.76
545,Beatrice,US,2021-09-23 01:13:42,40.2681,-96.747,64.99,42,1,4.61
546,Pitimbu,BR,2021-09-23 01:13:42,-7.4706,-34.8086,77.59,84,6,10.04
547,Marienburg,PL,2021-09-23 01:13:43,54.0359,19.0266,54.95,90,90,8.37
